epoch,train_loss,train_acc,eval_acc_top1,eval_acc_top5,examples_seen,effective_examples,effective_ratio,compute_ratio,train_seconds,images_per_sec,lr,mean_rank
234,2.429615,0.909136,0.66332,0.86304,1281024,273038,0.21314,0.546474,527.314,2429.34,0.0001185,0.0
235,2.423752,0.909952,0.6634,0.86278,1281024,272516,0.212733,0.546066,529.507,2419.28,0.00011508,0.0
236,2.414089,0.911047,0.664,0.8629,1281024,271613,0.212028,0.545361,528.721,2422.87,0.00011171,0.0
237,2.403729,0.912166,0.66012,0.8629,1281024,270769,0.211369,0.544703,528.213,2425.2,0.00010837,0.0
238,2.390496,0.913504,0.66318,0.8652,1281024,270591,0.21123,0.544564,532.809,2404.28,0.00010509,0.0
239,2.387081,0.914739,0.66162,0.86316,1281024,268633,0.209702,0.543035,528.233,2425.11,0.00010184,0.0
240,2.372434,0.915827,0.66716,0.86572,1281024,268427,0.209541,0.542874,534.524,2396.57,9.864e-05,0.0
241,2.367437,0.916963,0.66746,0.86284,1281024,267458,0.208785,0.542118,529.853,2417.69,9.549e-05,0.0
242,2.359251,0.918066,0.66314,0.8618,1281024,266666,0.208166,0.5415,526.748,2431.95,9.238e-05,0.0
243,2.351409,0.918923,0.6646,0.86224,1281024,265751,0.207452,0.540785,530.53,2414.61,8.932e-05,0.0
244,2.347643,0.920165,0.66676,0.86362,1281024,264879,0.206771,0.540105,528.523,2423.78,8.631e-05,0.0
245,2.335971,0.921222,0.668,0.86514,1281024,264343,0.206353,0.539686,528.378,2424.45,8.334e-05,0.0
246,2.322777,0.921895,0.66612,0.86378,1281024,264009,0.206092,0.539425,723.914,1769.58,8.042e-05,0.0
247,2.314009,0.923157,0.66836,0.86504,1281024,263136,0.205411,0.538744,869.474,1473.33,7.755e-05,0.0
248,2.309995,0.923946,0.66502,0.86176,1281024,262223,0.204698,0.538031,532.191,2407.08,7.473e-05,0.0
249,2.2959,0.925324,0.66628,0.86256,1281024,262590,0.204984,0.538318,532.531,2405.54,7.195e-05,0.0
250,2.291728,0.925901,0.66726,0.8625,1281024,261597,0.204209,0.537543,972.24,1317.6,6.922e-05,0.0
251,2.28655,0.92725,0.67056,0.86512,1281024,260421,0.203291,0.536625,505.266,2535.35,6.654e-05,0.0
252,2.280491,0.927834,0.67034,0.864,1281024,259853,0.202848,0.536181,365.266,3507.1,6.391e-05,0.0
253,2.270118,0.928627,0.6693,0.8639,1281024,259650,0.202689,0.536023,388.839,3294.48,6.133e-05,0.0
254,2.259391,0.929965,0.6672,0.86302,1281024,258787,0.202016,0.535349,371.172,3451.3,5.88e-05,0.0
255,2.248376,0.931041,0.67238,0.86616,1281024,258611,0.201878,0.535212,384.781,3329.23,5.632e-05,0.0
256,2.249187,0.931261,0.671,0.8656,1281024,257764,0.201217,0.53455,390.87,3277.36,5.389e-05,0.0
257,2.228887,0.932603,0.67216,0.86582,1281024,258246,0.201593,0.534927,387.913,3302.35,5.151e-05,0.0
258,2.224604,0.933367,0.67334,0.86542,1281024,257565,0.201062,0.534395,386.519,3314.26,4.919e-05,0.0
259,2.224391,0.933629,0.67096,0.86482,1281024,256409,0.200159,0.533493,601.971,2128.05,4.691e-05,0.0
260,2.209428,0.934555,0.67178,0.8665,1281024,256691,0.20038,0.533713,528.251,2425.03,4.468e-05,0.0
261,2.2057,0.935335,0.6716,0.8651,1281024,255592,0.199522,0.532855,345.808,3704.43,4.251e-05,0.0
262,2.201121,0.935961,0.67168,0.86542,1281024,255771,0.199661,0.532995,445.045,2878.41,4.039e-05,0.0
263,2.195869,0.936562,0.67168,0.86412,1281024,255471,0.199427,0.532761,723.911,1769.59,3.832e-05,0.0
264,2.190341,0.937105,0.672,0.86384,1281024,254940,0.199013,0.532346,352.922,3629.77,3.63e-05,0.0
265,2.171444,0.938471,0.67142,0.86468,1281024,255732,0.199631,0.532964,325.574,3934.67,3.433e-05,0.0
266,2.164662,0.938928,0.6727,0.8642,1281024,254811,0.198912,0.532245,388.709,3295.59,3.242e-05,0.0
267,2.174375,0.939291,0.67322,0.86658,1281024,253376,0.197792,0.531125,340.683,3760.16,3.056e-05,0.0
268,2.158879,0.939905,0.6717,0.86466,1281024,253683,0.198031,0.531365,497.024,2577.39,2.875e-05,0.0
269,2.15397,0.940532,0.67456,0.86594,1281024,253004,0.197501,0.530835,647.24,1979.21,2.7e-05,0.0
270,2.147619,0.941028,0.67442,0.86526,1281024,253331,0.197757,0.53109,409.439,3128.73,2.53e-05,0.0
271,2.148961,0.941302,0.67444,0.86626,1281024,253207,0.19766,0.530993,563.67,2272.65,2.366e-05,0.0
272,2.136514,0.941875,0.67504,0.86528,1281024,253050,0.197537,0.530871,609.613,2101.37,2.206e-05,0.0
273,2.137376,0.942499,0.67462,0.86636,1281024,252453,0.197071,0.530405,435.889,2938.88,2.053e-05,0.0
274,2.127209,0.942939,0.6753,0.86714,1281024,252412,0.197039,0.530373,423.425,3025.39,1.904e-05,0.0
275,2.124248,0.943225,0.6767,0.86784,1281024,251959,0.196686,0.530019,630.496,2031.77,1.762e-05,0.0
276,2.125694,0.943776,0.67356,0.8661,1281024,252073,0.196775,0.530108,538.692,2378.03,1.624e-05,0.0
277,2.119932,0.943996,0.67386,0.86544,1281024,252107,0.196801,0.530134,305.465,4193.69,1.492e-05,0.0
278,2.111923,0.944578,0.67528,0.8665,1281024,252496,0.197105,0.530438,311.698,4109.82,1.366e-05,0.0
279,2.097235,0.945146,0.67552,0.86642,1281024,253371,0.197788,0.531121,390.166,3283.28,1.245e-05,0.0
280,2.104155,0.945204,0.6764,0.86672,1281024,251785,0.19655,0.529883,455.975,2809.42,1.13e-05,0.0
281,2.105335,0.945259,0.67684,0.86746,1281024,251167,0.196067,0.529401,448.142,2858.52,1.02e-05,0.0
282,2.099587,0.945754,0.67484,0.86582,1281024,251362,0.19622,0.529553,449.706,2848.58,9.16e-06,0.0
283,2.098098,0.945996,0.67556,0.8663,1281024,250888,0.19585,0.529183,315.478,4060.58,8.17e-06,0.0
284,2.092818,0.946265,0.67644,0.8661,1281024,251451,0.196289,0.529622,275.108,4656.44,7.24e-06,0.0
285,2.094742,0.946324,0.67554,0.86648,1281024,250812,0.19579,0.529124,264.969,4834.62,6.37e-06,0.0
286,2.099955,0.946594,0.676,0.86634,1281024,249970,0.195133,0.528466,313.124,4091.11,5.55e-06,0.0
287,2.082741,0.947218,0.67546,0.86606,1281024,251712,0.196493,0.529826,277.186,4621.53,4.78e-06,0.0
288,2.081241,0.947259,0.67602,0.86632,1281024,251119,0.19603,0.529363,266.417,4808.35,4.08e-06,0.0
289,2.073218,0.947579,0.67632,0.86604,1281024,251984,0.196705,0.530038,306.059,4185.55,3.43e-06,0.0
290,2.082971,0.947291,0.67546,0.86654,1281024,250711,0.195711,0.529045,299.097,4282.97,2.83e-06,0.0
291,2.08031,0.947248,0.6763,0.86656,1281024,250856,0.195825,0.529158,288.066,4446.98,2.29e-06,0.0
292,2.078097,0.947729,0.67632,0.86666,1281024,251451,0.196289,0.529622,304.004,4213.84,1.81e-06,0.0
293,2.076676,0.947711,0.67632,0.86694,1281024,251330,0.196195,0.529528,293.332,4367.15,1.39e-06,0.0
294,2.076922,0.947724,0.676,0.86658,1281024,251196,0.19609,0.529423,291.046,4401.45,1.02e-06,0.0
295,2.069703,0.947874,0.67576,0.86666,1281024,251467,0.196302,0.529635,309.452,4139.65,7.1e-07,0.0
296,2.083713,0.947537,0.67604,0.86718,1281024,250154,0.195277,0.52861,295.973,4328.18,4.5e-07,0.0
297,2.070307,0.948193,0.67618,0.86706,1281024,251564,0.196377,0.529711,327.539,3911.06,2.6e-07,0.0
298,2.074023,0.948223,0.67636,0.86694,1281024,251587,0.196395,0.529729,295.795,4330.78,1.1e-07,0.0
299,2.080221,0.947691,0.6762,0.86718,1281024,250843,0.195814,0.529148,297.642,4303.92,3e-08,0.0
