epoch,train_loss,train_acc,eval_acc_top1,eval_acc_top5,examples_seen,effective_examples,effective_ratio,compute_ratio,train_seconds,images_per_sec,lr,mean_rank
155,1.591567,0.856982,0.69594,0.88126,1281024,1281024,1.0,1.0,530.41,2415.16,0.00048669,0.0
156,1.584521,0.858764,0.6982,0.88198,1281024,1281024,1.0,1.0,521.426,2456.77,0.00048137,0.0
157,1.582522,0.859171,0.69716,0.88278,1281024,1281024,1.0,1.0,520.466,2461.3,0.00047605,0.0
158,1.580855,0.860147,0.69658,0.88258,1281024,1281024,1.0,1.0,519.253,2467.05,0.00047073,0.0
159,1.574216,0.86182,0.69714,0.88212,1281024,1281024,1.0,1.0,521.48,2456.52,0.00046542,0.0
160,1.570926,0.862756,0.69612,0.88122,1281024,1281024,1.0,1.0,537.727,2382.3,0.00046011,0.0
161,1.568703,0.862982,0.69872,0.88222,1281024,1281024,1.0,1.0,522.571,2451.39,0.0004548,0.0
162,1.564652,0.863864,0.6965,0.88164,1281024,1281024,1.0,1.0,519.635,2465.24,0.0004495,0.0
163,1.562367,0.864405,0.69756,0.88258,1281024,1281024,1.0,1.0,528.07,2425.86,0.00044421,0.0
164,1.558775,0.865696,0.69744,0.88162,1281024,1281024,1.0,1.0,520.344,2461.88,0.00043892,0.0
165,1.551169,0.867522,0.69812,0.88048,1281024,1281024,1.0,1.0,520.743,2459.99,0.00043364,0.0
166,1.549332,0.86809,0.6992,0.88186,1281024,1281024,1.0,1.0,520.725,2460.08,0.00042836,0.0
167,1.545771,0.869504,0.69528,0.8811,1281024,1281024,1.0,1.0,522.846,2450.1,0.0004231,0.0
168,1.542413,0.870046,0.69646,0.88066,1281024,1281024,1.0,1.0,521.416,2456.82,0.00041784,0.0
169,1.539534,0.870787,0.69564,0.8821,1281024,1281024,1.0,1.0,518.463,2470.81,0.00041259,0.0
170,1.534932,0.872023,0.69954,0.88414,1281024,1281024,1.0,1.0,541.84,2364.21,0.00040736,0.0
171,1.530967,0.873107,0.69662,0.88102,1281024,1281024,1.0,1.0,534.629,2396.1,0.00040213,0.0
172,1.52872,0.873749,0.7004,0.8838,1281024,1281024,1.0,1.0,520.941,2459.06,0.00039691,0.0
173,1.524429,0.874838,0.69816,0.88118,1281024,1281024,1.0,1.0,523.684,2446.18,0.00039171,0.0
174,1.519949,0.876072,0.69972,0.88204,1281024,1281024,1.0,1.0,529.028,2421.47,0.00038652,0.0
175,1.515652,0.877054,0.69916,0.88398,1281024,1281024,1.0,1.0,537.558,2383.04,0.00038134,0.0
176,1.515605,0.877059,0.69734,0.88128,1281024,1281024,1.0,1.0,521.539,2456.24,0.00037617,0.0
177,1.510512,0.878162,0.70002,0.88266,1281024,1281024,1.0,1.0,517.801,2473.97,0.00037102,0.0
178,1.50611,0.879699,0.70162,0.88364,1281024,1281024,1.0,1.0,519.325,2466.71,0.00036588,0.0
179,1.503342,0.880471,0.70136,0.8836,1281024,1281024,1.0,1.0,581.589,2202.63,0.00036076,0.0
180,1.499323,0.881716,0.70248,0.88364,1281024,1281024,1.0,1.0,445.45,2875.8,1.6e-07,0.0
