epoch,train_loss,train_acc,eval_acc_top1,eval_acc_top5,examples_seen,effective_examples,effective_ratio,compute_ratio,train_seconds,images_per_sec,lr,mean_rank
236,1.300106,0.932084,0.71624,0.88674,1281024,1281024,1.0,1.0,527.227,2429.74,0.00011171,0.0
237,1.297226,0.932614,0.71586,0.88916,1281024,1281024,1.0,1.0,526.606,2432.6,0.00010837,0.0
238,1.293918,0.933623,0.71566,0.88638,1281024,1281024,1.0,1.0,528.845,2422.31,0.00010509,0.0
239,1.291066,0.934171,0.71506,0.88686,1281024,1281024,1.0,1.0,529.605,2418.83,0.00010184,0.0
240,1.288292,0.934669,0.71596,0.8869,1281024,1281024,1.0,1.0,583.432,2195.67,9.864e-05,0.0
241,1.285142,0.935596,0.71682,0.88876,1281024,1281024,1.0,1.0,525.027,2439.92,9.549e-05,0.0
242,1.282933,0.936182,0.71834,0.8882,1281024,1281024,1.0,1.0,525.684,2436.87,9.238e-05,0.0
243,1.278477,0.937232,0.7178,0.88908,1281024,1281024,1.0,1.0,526.729,2432.04,8.932e-05,0.0
244,1.275837,0.937919,0.71668,0.88838,1281024,1281024,1.0,1.0,525.208,2439.08,8.631e-05,0.0
245,1.274387,0.938097,0.71954,0.8893,1281024,1281024,1.0,1.0,527.387,2429.0,8.334e-05,0.0
246,1.270715,0.939078,0.71708,0.88764,1281024,1281024,1.0,1.0,527.464,2428.65,8.042e-05,0.0
247,1.268936,0.939594,0.7179,0.89018,1281024,1281024,1.0,1.0,525.68,2436.89,7.755e-05,0.0
248,1.266778,0.940309,0.71868,0.8891,1281024,1281024,1.0,1.0,525.652,2437.02,7.473e-05,0.0
249,1.262722,0.941074,0.71654,0.88766,1281024,1281024,1.0,1.0,542.362,2361.94,7.195e-05,0.0
250,1.262174,0.941078,0.71758,0.88894,1281024,1281024,1.0,1.0,526.954,2431.0,6.922e-05,0.0
251,1.25909,0.942087,0.72156,0.88968,1281024,1281024,1.0,1.0,522.642,2451.06,6.654e-05,0.0
252,1.254301,0.94306,0.721,0.89036,1281024,1281024,1.0,1.0,527.032,2430.64,6.391e-05,0.0
253,1.252872,0.943416,0.71962,0.89014,1281024,1281024,1.0,1.0,525.814,2436.27,6.133e-05,0.0
254,1.250363,0.94422,0.7214,0.89138,1281024,1281024,1.0,1.0,527.013,2430.72,5.88e-05,0.0
255,1.248306,0.944601,0.72124,0.88988,1281024,1281024,1.0,1.0,528.507,2423.86,5.632e-05,0.0
256,1.245859,0.945179,0.7211,0.88806,1281024,1281024,1.0,1.0,528.551,2423.65,5.389e-05,0.0
257,1.243305,0.945765,0.72062,0.8905,1281024,1281024,1.0,1.0,529.564,2419.01,5.151e-05,0.0
258,1.241482,0.94622,0.72156,0.88994,1281024,1281024,1.0,1.0,530.541,2414.56,4.919e-05,0.0
259,1.237515,0.947262,0.72344,0.89108,1281024,1281024,1.0,1.0,535.532,2392.06,4.691e-05,0.0
260,1.23727,0.947328,0.72238,0.8889,1281024,1281024,1.0,1.0,532.473,2405.8,4.468e-05,0.0
261,1.234174,0.948001,0.72358,0.89068,1281024,1281024,1.0,1.0,529.445,2419.56,4.251e-05,0.0
262,1.232633,0.948455,0.72156,0.88916,1281024,1281024,1.0,1.0,531.534,2410.05,4.039e-05,0.0
263,1.230552,0.94868,0.72432,0.89114,1281024,1281024,1.0,1.0,528.885,2422.12,3.832e-05,0.0
264,1.22858,0.949323,0.7239,0.89078,1281024,1281024,1.0,1.0,528.579,2423.52,3.63e-05,0.0
265,1.226326,0.949775,0.7213,0.88906,1281024,1281024,1.0,1.0,528.994,2421.62,3.433e-05,0.0
266,1.224788,0.950188,0.72324,0.89018,1281024,1281024,1.0,1.0,528.769,2422.65,3.242e-05,0.0
267,1.22194,0.950854,0.72412,0.8905,1281024,1281024,1.0,1.0,527.619,2427.93,3.056e-05,0.0
268,1.220455,0.951315,0.72362,0.89218,1281024,1281024,1.0,1.0,528.183,2425.34,2.875e-05,0.0
269,1.220021,0.951346,0.72536,0.89138,1281024,1281024,1.0,1.0,532.819,2404.24,2.7e-05,0.0
270,1.217226,0.95224,0.72518,0.89134,1281024,1281024,1.0,1.0,532.821,2404.23,2.53e-05,0.0
271,1.216193,0.952354,0.72516,0.89144,1281024,1281024,1.0,1.0,527.915,2426.57,2.366e-05,0.0
272,1.21499,0.952792,0.72598,0.8917,1281024,1281024,1.0,1.0,530.514,2414.69,2.206e-05,0.0
273,1.21286,0.953229,0.72788,0.89384,1281024,1281024,1.0,1.0,528.506,2423.86,2.053e-05,0.0
274,1.212875,0.953144,0.7248,0.89182,1281024,1281024,1.0,1.0,530.831,2413.24,1.904e-05,0.0
275,1.208981,0.954219,0.72614,0.89152,1281024,1281024,1.0,1.0,530.361,2415.38,1.762e-05,0.0
276,1.209475,0.95417,0.72662,0.89182,1281024,1281024,1.0,1.0,529.188,2420.74,1.624e-05,0.0
277,1.209068,0.954241,0.7255,0.8911,1281024,1281024,1.0,1.0,530.548,2414.53,1.492e-05,0.0
278,1.207256,0.954443,0.72804,0.89206,1281024,1281024,1.0,1.0,527.815,2427.03,1.366e-05,0.0
279,1.206449,0.954827,0.72688,0.89132,1281024,1281024,1.0,1.0,530.561,2414.47,1.245e-05,0.0
280,1.205451,0.955038,0.72734,0.8918,1281024,1281024,1.0,1.0,534.966,2394.59,1.13e-05,0.0
281,1.204383,0.955118,0.72772,0.89226,1281024,1281024,1.0,1.0,528.243,2425.07,1.02e-05,0.0
282,1.203678,0.955406,0.72758,0.89216,1281024,1281024,1.0,1.0,529.874,2417.6,9.16e-06,0.0
283,1.203087,0.955614,0.72808,0.89268,1281024,1281024,1.0,1.0,528.304,2424.79,8.17e-06,0.0
284,1.202777,0.955716,0.72854,0.89254,1281024,1281024,1.0,1.0,531.998,2407.95,7.24e-06,0.0
285,1.201159,0.955914,0.72852,0.89302,1281024,1281024,1.0,1.0,530.294,2415.69,6.37e-06,0.0
286,1.199896,0.956383,0.72862,0.89288,1281024,1281024,1.0,1.0,528.089,2425.77,5.55e-06,0.0
287,1.19898,0.956674,0.72766,0.89248,1281024,1281024,1.0,1.0,532.778,2404.42,4.78e-06,0.0
288,1.199804,0.956512,0.72862,0.89278,1281024,1281024,1.0,1.0,527.268,2429.55,4.08e-06,0.0
289,1.198685,0.956746,0.7278,0.89202,1281024,1281024,1.0,1.0,535.577,2391.86,3.43e-06,0.0
290,1.198019,0.956874,0.72914,0.89288,1281024,1281024,1.0,1.0,531.681,2409.38,2.83e-06,0.0
291,1.197584,0.956946,0.72858,0.893,1281024,1281024,1.0,1.0,527.077,2430.43,2.29e-06,0.0
292,1.199057,0.956482,0.72824,0.89268,1281024,1281024,1.0,1.0,526.334,2433.86,1.81e-06,0.0
293,1.198402,0.956756,0.72836,0.89262,1281024,1281024,1.0,1.0,526.524,2432.98,1.39e-06,0.0
294,1.197994,0.956998,0.72842,0.89296,1281024,1281024,1.0,1.0,528.923,2421.95,1.02e-06,0.0
295,1.197091,0.95706,0.72858,0.89308,1281024,1281024,1.0,1.0,729.876,1755.13,7.1e-07,0.0
296,1.196262,0.957331,0.72872,0.89312,1281024,1281024,1.0,1.0,869.893,1472.62,4.5e-07,0.0
297,1.197782,0.957041,0.72858,0.89296,1281024,1281024,1.0,1.0,537.102,2385.07,2.6e-07,0.0
298,1.196885,0.957037,0.7286,0.8931,1281024,1281024,1.0,1.0,533.186,2402.58,1.1e-07,0.0
299,1.197413,0.957012,0.7285,0.89306,1281024,1281024,1.0,1.0,991.673,1291.78,3e-08,0.0
