epoch,train_loss,train_acc,eval_acc_top1,eval_acc_top5,examples_seen,effective_examples,effective_ratio,compute_ratio,train_seconds,images_per_sec,lr,mean_rank
210,1.726006,0.910817,0.68416,0.872,1281024,727022,0.567532,0.900865,524.771,2441.11,0.00021261,0.0
211,1.717567,0.911933,0.68666,0.87224,1281024,728179,0.568435,0.901768,529.807,2417.91,0.00020827,0.0
212,1.712014,0.912618,0.68668,0.87422,1281024,728988,0.569067,0.9024,527.301,2429.4,0.00020396,0.0
213,1.705774,0.913578,0.68702,0.8721,1281024,729897,0.569776,0.90311,529.774,2418.06,0.00019968,0.0
214,1.697954,0.91472,0.68758,0.87356,1281024,730771,0.570458,0.903792,528.919,2421.97,0.00019544,0.0
215,1.690347,0.915799,0.69086,0.87642,1281024,732280,0.571636,0.90497,528.755,2422.72,0.00019124,0.0
216,1.684874,0.916905,0.68936,0.87338,1281024,732763,0.572013,0.905347,528.916,2421.98,0.00018707,0.0
217,1.679587,0.917342,0.68878,0.87324,1281024,733382,0.572497,0.90583,531.143,2411.82,0.00018293,0.0
218,1.669268,0.919088,0.68924,0.8744,1281024,735118,0.573852,0.907185,525.586,2437.33,0.00017883,0.0
219,1.665498,0.919603,0.68986,0.87554,1281024,735436,0.5741,0.907433,529.518,2419.23,0.00017477,0.0
220,1.658071,0.920718,0.69178,0.87416,1281024,736610,0.575017,0.90835,531.62,2409.66,0.00017074,0.0
221,1.65047,0.921777,0.69214,0.87402,1281024,737692,0.575861,0.909195,531.991,2407.98,0.00016676,0.0
222,1.647707,0.921939,0.69584,0.87734,1281024,737890,0.576016,0.909349,527.355,2429.15,0.00016281,0.0
223,1.636825,0.92345,0.69374,0.87752,1281024,739587,0.57734,0.910674,527.644,2427.82,0.00015889,0.0
224,1.631466,0.924399,0.69422,0.87642,1281024,740494,0.578048,0.911382,529.0,2421.6,0.00015502,0.0
225,1.626875,0.925035,0.69506,0.8754,1281024,740813,0.578298,0.911631,533.476,2401.28,0.00015118,0.0
226,1.618695,0.926385,0.69522,0.8777,1281024,742426,0.579557,0.91289,528.861,2422.23,0.00014739,0.0
227,1.611076,0.927334,0.69652,0.87842,1281024,743413,0.580327,0.91366,528.951,2421.82,0.00014363,0.0
228,1.610327,0.927638,0.69096,0.8754,1281024,743326,0.580259,0.913593,529.342,2420.03,0.00013992,0.0
229,1.600352,0.928474,0.69732,0.87936,1281024,744803,0.581412,0.914746,529.421,2419.67,0.00013625,0.0
230,1.596448,0.929541,0.6963,0.87822,1281024,745536,0.581984,0.915318,529.669,2418.54,0.00013261,0.0
231,1.58791,0.930634,0.69706,0.87734,1281024,746818,0.582985,0.916319,533.01,2403.38,0.00012902,0.0
232,1.583078,0.931325,0.69722,0.87752,1281024,747508,0.583524,0.916857,527.357,2429.14,0.00012547,0.0
233,1.576702,0.931911,0.69592,0.87762,1281024,748495,0.584294,0.917628,530.34,2415.48,0.00012197,0.0
