epoch,train_loss,train_acc,eval_acc_top1,eval_acc_top5,examples_seen,effective_examples,effective_ratio,compute_ratio,train_seconds,images_per_sec,lr,mean_rank
70,3.204455,0.668555,0.59234,0.82306,1281024,640512,0.5,0.833333,518.192,2472.11,0.00088492,0.0
71,3.185627,0.672298,0.59658,0.82586,1281024,640512,0.5,0.833333,514.424,2490.21,0.0008815,0.0
72,3.165234,0.67545,0.59734,0.82562,1281024,640512,0.5,0.833333,508.479,2519.33,0.00087803,0.0
73,3.149844,0.678241,0.59518,0.82536,1281024,640512,0.5,0.833333,519.933,2463.83,0.00087453,0.0
74,3.132187,0.681315,0.59818,0.82702,1281024,640512,0.5,0.833333,532.836,2404.16,0.00087098,0.0
75,3.117225,0.683972,0.60336,0.82988,1281024,640512,0.5,0.833333,513.67,2493.87,0.00086739,0.0
76,3.101956,0.686683,0.60148,0.82572,1281024,640512,0.5,0.833333,518.127,2472.41,0.00086375,0.0
77,3.08398,0.690065,0.60884,0.83146,1281024,640512,0.5,0.833333,506.085,2531.24,0.00086008,0.0
78,3.071795,0.692291,0.60594,0.83052,1281024,640512,0.5,0.833333,530.491,2414.79,0.00085637,0.0
79,3.056283,0.695461,0.60608,0.83146,1281024,640512,0.5,0.833333,520.583,2460.75,0.00085261,0.0
80,3.041754,0.697956,0.6062,0.83252,1281024,640512,0.5,0.833333,520.116,2462.96,0.00084882,0.0
81,3.027868,0.700554,0.6099,0.83096,1281024,640512,0.5,0.833333,517.0,2477.8,0.00084498,0.0
82,3.011628,0.702509,0.61078,0.83478,1281024,640512,0.5,0.833333,517.613,2474.87,0.00084111,0.0
83,2.999929,0.704966,0.6056,0.82982,1281024,640512,0.5,0.833333,520.695,2460.22,0.00083719,0.0
84,2.983311,0.708177,0.61406,0.83396,1281024,640512,0.5,0.833333,529.654,2418.61,0.00083324,0.0
85,2.972102,0.710282,0.61344,0.83424,1281024,640512,0.5,0.833333,529.779,2418.04,0.00082926,0.0
86,2.957449,0.713133,0.61406,0.83626,1281024,640512,0.5,0.833333,519.317,2466.75,0.00082523,0.0
87,2.943937,0.714971,0.61588,0.83896,1281024,640512,0.5,0.833333,525.93,2435.73,0.00082117,0.0
